name,Creature Level,Source,Perception,Senses,Rarity,Alignment,Size,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Language 1,Language 2,Language 3,Language 4,Language 5,Language 6,Language 7,Language 8,Language 9,Language 10,Language 11,Language 12,Language 13,Language 14,Language 15,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Acrobatics,Arcana,Athletics,Crafting,Deception,Diplomacy,Intimidation,Medicine,Nature,Occultism,Performance,Religion,Society,Stealth,Survival,Thievery,HP,AC,Fort,Ref,Will,Immunities,Resistances,Weaknesses,Speed,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Attack 7,Spells 1,Spells 2,Spells 3,Reaction 1,Reaction 2,Reaction 3
HEUBERK THROPP,9,Age of Ashes - 03 - Tomorrow Must Burn,14,,Unique,Lawful Evil,Medium,Human,Humanoid,,,,,,Common,Dwarven,Elven,Gnoll,Halfling,,,,,,,,,,,3,2,3,1,1,4,,,16,,21,15,19,,,,,,16,,,16,155,28,21,15,18,,,,25 feet,"Melee mace +19 (shove), Damage 2d6+9 bludgeoning","Melee dagger +18 (agile, versatile S), Damage 1d4+9 piercing","Ranged dagger +17 (agile, thrown 10 feet, versatile S), Damage 1d4+9 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,"Occult Prepared Spells DC 27, attack +19; 5th crushing despair; 4th discern lies, fly; 3rd dream message, enthrall, hypnotic pattern; 2nd invisibility, mirror image, paranoia; 1st charm, command, fear, ray of enfeeblement; Cantrips (5th) detect magic, message, prestidigitation, read aura, shield",,,"Timely Distraction Trigger A creature Heuberk can see within his melee reach misses him with a melee Strike. Effect Heuberk attempts to Feint the creature. If ites not Heuberkes turn and he gets a success, the effect applies on his next turn.",,
MISHKA THE BEAR,9,#2-08: A Frosty Mug,21,"Low-Light Vision, Scent (imprecise) 30 feet",Unique,Neutral,Huge,Animal,,,,,,,,,,,,,,,,,,,,,,7,1,6,-4,2,-1,18,,20,,,,,,,,,,,,18,,157,27,21,15,18,,,,35 feet,"Melee jaws +21, Damage 2d12+10 piercing","Melee claw +21, Damage 2d8+10 slashing","Ranged mirror beam +19 (fire, magical, range 120 feet), Damage 2d12+17 fire",,,,,,,,,,
MORGRAT AND FILLICK,9,Agents of Edgewatch - 04 - Assault on Hunting Lodge Seven,19,,Unique,Chaotic Evil,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,2,4,1,0,2,4,17,16,,,20,,,,17,,,,,,,17,155,28,16,19,17,,poison 12,,25 feet,"Melee dagger +17 (agile, finesse, versatile S), Damage 1d4+6 piercing","Melee poisoneres staff +17 (magical, two-handed d8), Damage 1d6+4 bludgeoning","Ranged dagger +19 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+6 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,"Primal Spontaneous Spells DC 28, attack +17; 5th (2 slots) cloudkill, wyvern sting (page 81); 4th (3 slots) heal, summon animal, swarming wasp stings (page 81); 3rd (4 slots) blindness, earth bind, stinking cloud; 2nd (4 slots) animal messenger, faerie fire, imp sting (page 80); 1st (4 slots) fleet step, gust of wind, spider sting; Cantrips (5th) detect magic, guidance, light, ray of frost, read aura",Primal Innate Spells DC 28; 2nd detect poison (at will),,"Venom Explosion (poison) Trigger The venom mage is reduced to 0 Hit Points; Effect The venom mage explodes into a cloud of poison within a 20-foot burst. The venom mage then reforms at a point they choose within the burst, avoids being knocked out, and remains at 1 Hit Point. The venom magees wounded value increases by 1 when they use this ability, and they canet use this ability when theyere wounded 3 or more. Creatures other than the venom mage within the burst must attempt a Fortitude save.",,
OTARI ILVASHTI,9,Abomination Vaults - 01 - Ruins of Gauntlight,18,Darkvision,Unique,Chaotic Good,Medium,Ghost,Incorporeal,Spirit,Undead,,,,Common,Elven,Gnomish,,,,,,,,,,,,,-5,6,0,4,3,4,18,,,,,,,,,,,,18,20,,20,120,25,16,20,17,"death effects, disease, paralyzed, poison, precision, unconscious",,,fly 25 feet,"Melee ghostly hand +19 (agile, finesse, magical), Damage 3d6+6 negative","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,,,,,
PADLI,9,Abomination Vaults - 03 - Eyes of Empty Death,16,greater Darkvision,Unique,Chaotic Evil,Medium,Caligni,Humanoid,,,,,,Caligni,Undercommon,,,,,,,,,,,,,,2,5,1,-1,1,5,18,,,,20,20,18,,,14,,,,18,,,160,26,16,20,18,,,,25 feet,"Melee dagger +15 (agile, finesse, versatile S), Damage 1d4+7 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,"Occult Innate Spells DC 26, attack +18; 4th darkness, phantom pain, suggestion; 3rd blindness, enthrall, paralyze; 2nd darkness (at will), invisibility, obscuring mist (at will); Cantrips (5th) chill touch, daze, detect magic, shield",,,Occult Ward Trigger Padli attempts a saving throw against a spell cast by a creature he can see; Effect Padli gains a +2 circumstance bonus to the triggering save.,,
PAGA NIKOHIAN,9,The Slithering,19,keen eyes,Unique,Neutral Evil,Small,Halfling,Humanoid,,,,,,Common,Dwarven,Halfling,Mwangi,,,,,,,,,,,,0,4,1,1,3,5,19,16,,16,22,20,20,,,16,,,18,21,,19,155,28,16,21,18,,,,25 feet,"Melee slime whip +21 (disarm, finesse, reach 10 feet, trip), Damage 2d4+10 slashing","Melee dagger +20 (agile, thrown 10 feet, versatile S), Damage 1d4+10 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","Ranged dagger +20 (agile, thrown 10 feet, versatile S), Damage 1d4+10 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,"Occult Spontaneous Spells DC 28, attack +21; 5th (2 slots) command, illusory scene; 4th (3 slots) phantasmal killer, soothe, vampiric touch; 3rd (3 slots) fear, paralyze, magic missile; 2nd (3 slots) hideous laughter, invisibility, touch of idiocy; 1st (3 slots) alarm, charm, unseen servant; Cantrips (5th) daze, detect magic, guidance, light, prestidigitation","Bard Composition Spells DC 28; 5th (2 Focus Points) counter performance; Cantrips (5th) dirge of doom, inspire courage",,Halfling Luck Trigger Paga fails or critically fails a skill check or a saving throw; Frequency once per day; Effect Paga rerolls the saving throw and must take the new result.,,
"QXAL, THE THORNED MONARCH",9,#2-00: The King in Thorns [Tiers 7-8],21,Low-Light Vision,Unique,Chaotic Evil,Medium,Fey,,,,,,,Common,Sylvan; speak with plants (constant),tongues (constant),,,,,,,,,,,,,3,5,2,3,4,6,18,,,,23,,,,19,,,,,20,,18,188,27,15,21,18,,,cold iron 10,"20 feet, burrow 20 feet, fly 40 feet; woodland stride","Melee proboscis +21 (deadly d12), Damage 2d12+9 slashing plus 1d4 persistent bleed damage","Melee tendril +21 (agile, reach 10 feet), Damage 2d10+9 slashing plus 1d4 persistent bleed damage","Ranged thorn +21 (range 60 feet), Damage 2d4+9 piercing plus 1d4 persistent bleed damage",,,,,"Primal Spontaneous Spells DC 28, attack +20; 5th (3 slots) cloudkill, cone of cold, synesthesia; 4th (4 slots) confusion, dispel magic, lightning bolt, wall of thorns; 3rd (4 slots) blindness, earthbind, fear, slow; 2nd (4 slots) deafness, entangle, faerie fire, fungal hyphae; 1st (4 slots) heal, shockwave, phantom pain, ventriloquism; Cantrips (5th) acid splash, electric arc, message, produce flame, tanglefoot","Primal Innate Spells DC 28; 5th hallucinatory terrain (at will), illusory scene, tongues (constant); 4th speak with plants (constant); 3rd illusory disguise (at will); 2nd invisibility (at will); 1st command (at will)",,Blood Siphon Trigger A creature within 60 feet takes persistent bleed damage. Effect The shed blood disperses into a fine mist that Qxal siphons up with their proboscis.,,
SACUISHU,9,Abomination Vaults - 02 - Hands of the Devil,21,Darkvision,Unique,Chaotic Evil,Small,Aberration,Air,,,,,,Aklo,Common,Infernal,Undercommon,,,,,,,,,,,,-5,6,0,3,6,4,19,,,,17,,17,,,,,19,,19,,,80,30,16,18,20,magic,,,fly 50 feet,"Melee shock +21 (electricity, magical), Damage 2d8+8 electricity",,,,,,,"Divine Prepared Spells DC 28, attack +20; 4th crisis of faith, dispel magic, divine wrath, read omens; 3rd blindness, chilling darkness, fear (2); 2nd augury, darkness, grim tendrils, see invisibility; 1st bane, fear, ray of enfeeblement, sanctuary; Cantrips (4th) chill touch, daze, divine lance, prestidigitation, sigil",,,,,
SHIKWASHIM MERCENARY,9,Agents of Edgewatch - 03 - All or Nothing,18,,Uncommon,Neutral Evil,Medium,Humanoid,Lizardfolk,,,,,,Common,Draconic,Iruxi,,,,,,,,,,,,,4,4,3,1,2,0,19,,19,,,,,,,,,,,19,17,,155,27,20,19,15,,,,"25 feet, swim 15 feet","Melee scimitar +20 (forceful, magical, sweep), Damage 2d6+10 slashing","Melee jaws +19, Damage 1d6+10 piercing","Melee tail +19 (agile), Damage 1d4+10 bludgeoning","Ranged javelin +19 (thrown 30 feet), Damage 1d6+10 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Shield Block Trigger The monster has its shield raised and takes damage from a physical attack. Effect The monster snaps its shield into place to deflect a blow. The shield prevents the monster from taking an amount of damage up to the shieldes Hardness. The monster and the shield each take any remaining damage, possibly breaking or destroying the shield.",
UREVIAN,9,Abomination Vaults - 02 - Hands of the Devil,19,greater Darkvision,Unique,Lawful Evil,Medium,Devil,Fiend,,,,,,Abyssal,Aklo,Celestial,Common,Infernal,Necril,Undercommon; telepathy 100 feet,tongues,,,,,,,,3,4,3,6,4,6,17,,,,21,19,19,,,,,19,19,,,18,135,28,18,17,22,"fire, ward contract","physical 10 (except silver), poison 10",good 10,25 feet,"Melee diabolic quill +21 (agile, evil, fatal 1d12, finesse, magical, reach 10 feet), Damage 2d6+9 piercing plus 1d6 evil and infernal wound","Melee horn +20 (magical), Damage 3d10+9 piercing and infernal wound",,,,,,"Divine Innate Spells DC 30; 6th scrying (at will, see right of inspection); 5th dimension door, flame strike, locate (at will), mind probe, sending (c3973), wall of force; 4th dimension door (at will), private sanctum, silence; 3rd enthrall, mind reading (at will); Cantrips (5th) detect magic; Constant (5th) tongues",,,,,
WITCHFIRE WARDEN,9,Abomination Vaults - 02 - Hands of the Devil,18,Darkvision,Uncommon,Chaotic Evil,Medium,Incorporeal,Spirit,Undead,,,,,Aklo,Common,Necril,,,,,,,,,,,,,-5,6,0,3,3,6,17,,,,19,,21,,,18,,,,19,,,125,28,15,21,18,"death effects, disease, fire, paralyzed, poison, precision, unconscious","all 10 (except force, ghost touch, or positive; double resistance vs. non-magical)",,fly 40 feet,"Melee witchflame caress +21 (agile, evil, finesse, magical), Damage 3d6 fire plus 3d6 negative and witchflame","Ranged witchflame bolt +21 (evil, magical, range 100 feet), Damage 2d6 fire plus 2d6 negative and witchflame",,,,,,"Occult Innate Spells DC 28; 6th summon entity (will-o'-wisp only); 5th crushing despair; 4th invisibility, phantasmal killer; 3rd phantom pain; 2nd illusory disguise (at will); Cantrips (5th) dancing lights, ghost sound",,,Opportune Witchflame Trigger A creature makes a melee Strike against or touches the witchfire; Effect The witchfire makes a witchflame caress Strike against the triggering creature.,,
ALCHEMIST ASPIRANT,10,Agents of Edgewatch - 04 - Assault on Hunting Lodge Seven,16,,Unique,Lawful Evil,Medium,Human,Humanoid,,,,,,Common,Draconic,Elven,,,,,,,,,,,,,2,4,2,5,2,0,20,,,23,16,,,16,18,,,,,20,18,,175,30,20,18,20,,,,25 feet,"Melee rapier +21 (deadly d8, disarm, finesse, magical), Damage 2d6+8 piercing plus wyvern poison","Ranged alchemical bomb +22 (range increment 30 feet, splash), Damage varies by bomb",,,,,,,,,,,
IVENA,10,Age of Ashes - 03 - Tomorrow Must Burn,19,,Unique,Chaotic Evil,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,5,3,5,0,5,2,19,,21,,,,18,,,,,,,19,,,180,30,20,17,19,,,,25 feet,"Melee greatclub +22 (backswing, shove), Damage 2d10+11 bludgeoning plus knockdown","Melee kick +21 (agile), Damage 1d8+11 bludgeoning","Ranged shortbow +21 (deadly d10, range increment 60 feet, reload 0), Damage 2d6+8 piercing",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
LURB,10,Age of Ashes - 03 - Tomorrow Must Burn,19,,Unique,Chaotic Evil,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,5,3,5,0,5,2,19,,21,,,,18,,,,,,,19,,,180,30,20,17,19,,,,25 feet,"Melee greatclub +22 (backswing, shove), Damage 2d10+11 bludgeoning plus knockdown","Melee kick +21 (agile), Damage 1d8+11 bludgeoning","Ranged shortbow +21 (deadly d10, range increment 60 feet, reload 0), Damage 2d6+8 piercing",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
ONE-EYE AMNIN,10,Age of Ashes - 03 - Tomorrow Must Burn,19,,Unique,Chaotic Evil,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,5,3,5,0,5,2,19,,21,,,,18,,,,,,,19,,,180,30,20,17,19,,,,25 feet,"Melee greatclub +22 (backswing, shove), Damage 2d10+11 bludgeoning plus knockdown","Melee kick +21 (agile), Damage 1d8+11 bludgeoning","Ranged shortbow +21 (deadly d10, range increment 60 feet, reload 0), Damage 2d6+8 piercing",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
RUNKRUNK,10,Extinction Curse - 03 - Lifee28099s Long Shadows,16,Darkvision,Uncommon,Neutral,Large,Construct,Golem,Mindless,,,,,Common,Dwarven (cant speak any language),,,,,,,,,,,,,,6,-1,6,-2,0,-5,,,24,,,,,,16,,,,,,,,175,29,23,16,17,"acid, bleed, death effects, disease, doomed, drained, fatigued, healing, magic (see below), mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",physical 10 (except adamantine),,20 feet,"Melee fist +24 (magical, reach 10 feet), Damage 2d10+12 bludgeoning plus cursed wound",,,,,,,,,,"Quicken (magical tradition: divine The power of the divine is steeped in faith, the unseen, and belief in a power source from beyond the Material Plane. Clerics are the most iconic divine spellcasters, beseeching the gods to grant them their magic. Divine sorcerers can use the blood of their celestial or fiendish ancestors as a divine conduit, and champions call upon their gods to grant them martial prowess through divine guidance.&gt;divine, transmutation) Frequency Once per day. Trigger The clay golemes turn begins. It canet trigger this free action on the first turn of combat. Effect The clay golem becomes quickened for 1 minute.",,
ADRIVALLO,10,Extinction Curse - 02 - Legacy of the Lost God,16,lowelight vision,Unique,Chaotic Evil,Medium,Fey,,,,,,,Common,Sylvan,,,,,,,,,,,,,,3,5,1,1,2,7,,,16,,21,21,19,,16,,21,,,19,,16,210,28,18,17,14,,,cold iron 10,below 5 feet.,"Melee dagger +23 (agile, finesse, versatile S), Damage 1d4+11 piercing","Ranged dagger +23 (agile, thrown 10 feet, versatile S), Damage 1d4+11 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,"Primal Innate Spells DC 29; 4th charm, fear, sleep, suggestion; Cantrips (5th) dancing lights, dirge of doom (Core Rulebook 386), ghost sound, inspire competence (Core Rulebook 386), inspire courage (Core Rulebook 386), triple time (Core Rulebook 387)",,,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,
ANDERA PALDREEN,10,Extinction Curse - 02 - Legacy of the Lost God,21,,Unique,Neutral,Medium,Human,Humanoid,,,,,,Common,Elven,Halfling,,,,,,,,,,,,,3,0,5,3,5,5,,,19,,,22,21,,,,,,19,,17,,175,30,21,16,21,,,,20 feet,"Melee +1 striking falchion +22 (forceful, sweep), Damage 2d10+7 slashing",,,,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike..",,
AUKASHUNGI SWARM,10,Extinction Curse - 04 - Siege of the Dinosaurs,18,"greater Darkvision, Tremorsense (imprecise) 30 feet",Uncommon,Chaotic Evil,Huge,Aberration,Amphibious,Swarm,,,,,,,,,,,,,,,,,,,,4,6,5,-4,1,-2,,,20,,,,,,,,,,,,,,210,28,17,24,13,"precision, swarm mind","bludgeoning 5, piercing 10, slashing 10","area damage 10, splash damage 10","35 feet, burrow 35 feet",,,,,,,,,,,,,
DARKLANDS ALCHEMICAL GOLEM,10,Extinction Curse - 03 - Lifee28099s Long Shadows,17,Darkvision,Uncommon,Neutral,Large,Alchemical,Construct,Golem,Mindless,,,,,,,,,,,,,,,,,,,6,4,3,-5,0,-5,,,24,,,,,,,,,,,,,,170,29,22,21,17,"acid, bleed, death effects, disease, doomed, drained, fatigued, healing, magic (see below), mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",physical 12 (except adamantine or bludgeoning),,25 feet,"Melee syringe +24 (magical, reach 10 feet), Damage 2d10+8 piercing plus alchemical injection","Ranged bomb +22 (magical, thrown 20 feet), Damage see Generate Bomb","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,,,,
JAPU THALENGER,10,Agents of Edgewatch - 04 - Assault on Hunting Lodge Seven,16,,Unique,Lawful Evil,Medium,Human,Humanoid,,,,,,Common,Draconic,Elven,,,,,,,,,,,,,2,4,2,5,2,0,20,,,23,16,,,16,18,,,,,20,18,,175,30,20,18,20,,,,25 feet,"Melee rapier +21 (deadly d8, disarm, finesse, magical), Damage 2d6+8 piercing plus wyvern poison","Ranged alchemical bomb +22 (range increment 30 feet, splash), Damage varies by bomb",,,,,,,,,,,
KHURFEL,10,Abomination Vaults - 03 - Eyes of Empty Death,19,greater Darkvision,Unique,Chaotic Evil,Medium,Humanoid,Urdefhan,,,,,,Aklo,Daemonic,Undercommon,,,,,,,,,,,,,5,4,3,0,5,4,,,22,,,,19,,,,,,,,20,,200,28,20,19,22,"death effects, disease, fear",,positive 10,25 feet,"Melee rhoka sword +24 (deadly 2d8, magical, two-hand 2d10), Damage 2d8+11 slashing","Melee jaws +23, Damage 2d8+11 piercing plus wicked bite","Ranged heavy crossbow +22 (range increment 120 feet, reload 2), Damage 1d10 piercing",,,,,"Divine Innate Spells DC 28, attack +20; 4th harm, read omens; 3rd blindness, paralyze; 2nd augury, death knell; 1st feather fall (at will, self only), ray of enfeeblement",,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
KYRION,10,Age of Ashes - 02 - Cult of Cinders,20,"Darkvision, Scent (imprecise) 60 feet, smoke vision",Unique,Chaotic Neutral,Large,Dragon,Fire,,,,,,Common,Draconic,,,,,,,,,,,,,,6,1,4,1,2,3,15,17,22,,19,19,21,,,,,,,17,,,210,30,21,18,19,"fire, paralyzed, sleep",,cold 10,"40 feet, fly 120 feet","Melee jaws +23 (fire, reach 10 feet), Damage 2d12+12 piercing plus 2d6 fire","Melee claw +23 (agile), Damage 2d10+12 slashing","Melee tail +21 (reach 15 feet), Damage 2d12+10 slashing","Melee wing +21 (agile, reach 10 feet), Damage 1d10+10 slashing",,,,"Arcane Innate Spells DC 27; Cantrips (4th) detect magic, read aura","Arcane Prepared Spells DC 29, attack +23; 4th crushing despair, invisibility, stoneskin; 3rd grease, haste, mind reading; 2nd comprehend language, resist energy, see invisibility; 1st charm, ray of enfeeblement, true strike; Cantrips (4th) chill touch, daze, mage hand, message, sigil",,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike. Jaws only.",,
MAURRISA JONNE,10,Agents of Edgewatch - 03 - All or Nothing,20,,Unique,Neutral,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,4,3,4,0,2,2,19,,22,,18,18,18,,,,,,,,,,230,29,20,19,18,,,,25 feet,"Melee fist +22 (agile, finesse, unarmed), Damage 2d6+10 bludgeoning plus Grab",,,,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",Duck and Weave Trigger A creature misses two consecutive melee Strikes against Maurrisa; Effect Maurrisa takes advantage of a flailing foees opening. She can either Step 5 feet or make a melee Strike against the triggering creature.,"Rabbit Punch (incapacitation) Trigger Maurrisa can make an Attack of Opportunity; Effect Maurrisa chops her opponent on the back of the head or neck, possibly concussing them. The target must attempt a DC 26 Fortitude save. On a failure, the creature takes damage as if hit by Maurrisaes fist Strike, and is stunned 1. On a critical failure, the creature is stunned 3 instead."
MIALARI DOCUR,10,Age of Ashes - 03 - Tomorrow Must Burn,20,Low-Light Vision,Unique,Chaotic Neutral,Medium,Elf,Humanoid,,,,,,Common,Draconic,Elven,Halfling,Infernal,Shadowtongue,,,,,,,,,,0,5,1,4,3,4,17,18,,,22,21,18,,,16,,,20,19,,22,160,30,17,21,19,,,,below 5 feet.,"Melee rapier +22 (deadly 1d8, disarm, magical, finesse), Damage 2d6+11 piercing","Ranged hand crossbow +22 (magical), Damage 1d6+6 piercing","Ranged Legerdemain Mialari can use telekinesis to perform manipulate actions that use the Thievery skill at a range of 30 feet, but she takes a -2 circumstance penalty to her check when doing so.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,"Occult Spontaneous Spells DC 29, attack +23; 3rd (3 slots) enthrall, haste, mind reading; 2nd (3 slots) calm emotions, mirror image, telekinetic maneuver; 1st (3 slots) charm, soothe, true strike; Cantrips (3rd) detect magic, mage hand, shield, telekinetic projectile",,,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,
RUSTY MAE,10,Age of Ashes - 03 - Tomorrow Must Burn,22,Darkvision,Unique,Lawful Evil,Large,Hag,Humanoid,,,,,,Aklo,Common,Infernal,Jotun,,,,,,,,,,,,7,5,5,4,6,5,17,,21,,19,21,17,,,,,22,,19,,,155,30,22,16,19,,physical 10 (except bludgeoning),,40 feet,"Melee claws +23 (agile, cold iron, magical, reach 10 feet), Damage 2d8+13 slashing plus Grab and rust",,,,,,,,,,,,
SCARLET TRIAD BRUISER,10,Age of Ashes - 03 - Tomorrow Must Burn,19,,Unique,Chaotic Evil,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,5,3,5,0,5,2,19,,21,,,,18,,,,,,,19,,,180,30,20,17,19,,,,25 feet,"Melee greatclub +22 (backswing, shove), Damage 2d10+11 bludgeoning plus knockdown","Melee kick +21 (agile), Damage 1d8+11 bludgeoning","Ranged shortbow +21 (deadly d10, range increment 60 feet, reload 0), Damage 2d6+8 piercing",,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
TYRROICESE,10,Agents of Edgewatch - 02 - Sixty Feet Under,16,"motion sense 60 feet, no vision",Unique,Neutral Evil,Large,Construct,Ooze,,,,,,Aklo,,,,,,,,,,,,,,,7,2,5,-3,3,4,,,23,,,,,,,,,18,,,,,320,27,21,14,19,"acid, critical hits, piercing, precision, slashing, unconscious, visual",evil 10,good 10,15 feet,"Melee pseudopod +23 (acid, magical, reach 15 feet, versatile P), Damage 2d10+13 bludgeoning plus 1d6 acid",,,,,,,,,,,,
URTHAGUL,10,Abomination Vaults - 03 - Eyes of Empty Death,19,Darkvision,Common,Chaotic Evil,Large,Aberration,,,,,,,Undercommon,,,,,,,,,,,,,,,7,3,6,0,3,0,19,,23,,,,,,,,,,,19,17,,175,30,22,17,19,,,,"40 feet, climb 20 feet","Melee jaws +23 (reach 15 feet), Damage 2d12+13 piercing","Melee claw +23 (agile, reach 15 feet), Damage 2d8+13 slashing",,,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
